from	to	dataset	n	dpt	mlt
SE	BR	locrisk260.2	1	treedater	RAxML-NG
SE	BR	locrisk260.3	1	treedater	RAxML-NG
SE	BR	locrisk378.1	1	treedater	RAxML-NG
SE	BR	locrisk378.2	1	treedater	RAxML-NG
SE	BR	locrisk378.3	1	treedater	RAxML-NG
SE	BR	locrisk468.1	1	treedater	RAxML-NG
SE	BR	locrisk468.2	1	treedater	RAxML-NG
SE	BR	locrisk468.3	1	treedater	RAxML-NG
SE	BR	locrisk527.1	1	treedater	RAxML-NG
SE	BR	locrisk527.2	1	treedater	RAxML-NG
SE	BR	locrisk527.3	1	treedater	RAxML-NG
SE	BR	locrisk574.1	1	treedater	RAxML-NG
SE	BR	locrisk574.2	1	treedater	RAxML-NG
SE	BR	locrisk574.3	1	treedater	RAxML-NG
SE	BW	locrisk378.3	1	treedater	RAxML-NG
SE	ET	locrisk260.1	3	treedater	RAxML-NG
SE	ET	locrisk260.2	3	treedater	RAxML-NG
SE	ET	locrisk260.3	3	treedater	RAxML-NG
SE	ET	locrisk378.1	5	treedater	RAxML-NG
SE	ET	locrisk378.2	5	treedater	RAxML-NG
SE	ET	locrisk378.3	5	treedater	RAxML-NG
SE	ET	locrisk468.1	7	treedater	RAxML-NG
SE	ET	locrisk468.2	7	treedater	RAxML-NG
SE	ET	locrisk468.3	7	treedater	RAxML-NG
SE	ET	locrisk527.1	9	treedater	RAxML-NG
SE	ET	locrisk527.2	9	treedater	RAxML-NG
SE	ET	locrisk527.3	9	treedater	RAxML-NG
SE	ET	locrisk574.1	11	treedater	RAxML-NG
SE	ET	locrisk574.2	10	treedater	RAxML-NG
SE	ET	locrisk574.3	7	treedater	RAxML-NG
SE	IL	locrisk260.1	4	treedater	RAxML-NG
SE	IL	locrisk260.2	4	treedater	RAxML-NG
SE	IL	locrisk260.3	4	treedater	RAxML-NG
SE	IL	locrisk378.1	5	treedater	RAxML-NG
SE	IL	locrisk378.2	5	treedater	RAxML-NG
SE	IL	locrisk378.3	5	treedater	RAxML-NG
SE	IL	locrisk468.1	5	treedater	RAxML-NG
SE	IL	locrisk468.2	5	treedater	RAxML-NG
SE	IL	locrisk468.3	5	treedater	RAxML-NG
SE	IL	locrisk527.1	5	treedater	RAxML-NG
SE	IL	locrisk527.2	5	treedater	RAxML-NG
SE	IL	locrisk527.3	5	treedater	RAxML-NG
SE	IL	locrisk574.1	5	treedater	RAxML-NG
SE	IL	locrisk574.2	5	treedater	RAxML-NG
SE	IL	locrisk574.3	4	treedater	RAxML-NG
SE	KE	locrisk260.1	2	treedater	RAxML-NG
SE	KE	locrisk260.2	3	treedater	RAxML-NG
SE	KE	locrisk260.3	2	treedater	RAxML-NG
SE	KE	locrisk378.1	3	treedater	RAxML-NG
SE	KE	locrisk378.2	3	treedater	RAxML-NG
SE	KE	locrisk378.3	3	treedater	RAxML-NG
SE	KE	locrisk468.1	2	treedater	RAxML-NG
SE	KE	locrisk468.2	2	treedater	RAxML-NG
SE	KE	locrisk468.3	2	treedater	RAxML-NG
SE	KE	locrisk527.1	2	treedater	RAxML-NG
SE	KE	locrisk527.2	2	treedater	RAxML-NG
SE	KE	locrisk527.3	2	treedater	RAxML-NG
SE	KE	locrisk574.1	2	treedater	RAxML-NG
SE	KE	locrisk574.2	2	treedater	RAxML-NG
SE	KE	locrisk574.3	2	treedater	RAxML-NG
SE	MW	locrisk378.3	1	treedater	RAxML-NG
SE	MW	locrisk468.1	1	treedater	RAxML-NG
SE	MW	locrisk527.1	1	treedater	RAxML-NG
SE	SN	locrisk574.3	1	treedater	RAxML-NG
SE	TZ	locrisk378.1	1	treedater	RAxML-NG
SE	TZ	locrisk378.2	1	treedater	RAxML-NG
SE	TZ	locrisk468.1	1	treedater	RAxML-NG
SE	TZ	locrisk468.2	1	treedater	RAxML-NG
SE	TZ	locrisk468.3	1	treedater	RAxML-NG
SE	TZ	locrisk527.1	1	treedater	RAxML-NG
SE	TZ	locrisk527.2	1	treedater	RAxML-NG
SE	TZ	locrisk527.3	1	treedater	RAxML-NG
SE	TZ	locrisk574.1	1	treedater	RAxML-NG
SE	TZ	locrisk574.2	1	treedater	RAxML-NG
SE	TZ	locrisk574.3	1	treedater	RAxML-NG
SE	YE	locrisk260.1	1	treedater	RAxML-NG
SE	YE	locrisk260.2	1	treedater	RAxML-NG
SE	YE	locrisk260.3	1	treedater	RAxML-NG
SE	YE	locrisk378.1	1	treedater	RAxML-NG
SE	YE	locrisk378.2	1	treedater	RAxML-NG
SE	YE	locrisk378.3	1	treedater	RAxML-NG
SE	YE	locrisk468.1	1	treedater	RAxML-NG
SE	YE	locrisk468.2	1	treedater	RAxML-NG
SE	YE	locrisk468.3	1	treedater	RAxML-NG
SE	YE	locrisk527.1	1	treedater	RAxML-NG
SE	YE	locrisk527.2	1	treedater	RAxML-NG
SE	YE	locrisk527.3	1	treedater	RAxML-NG
SE	YE	locrisk574.1	1	treedater	RAxML-NG
SE	YE	locrisk574.2	1	treedater	RAxML-NG
SE	ZA	locrisk260.1	1	treedater	RAxML-NG
SE	ZA	locrisk260.2	1	treedater	RAxML-NG
SE	ZA	locrisk378.1	1	treedater	RAxML-NG
SE	ZA	locrisk378.2	1	treedater	RAxML-NG
SE	ZA	locrisk378.3	1	treedater	RAxML-NG
SE	ZA	locrisk468.1	1	treedater	RAxML-NG
SE	ZA	locrisk468.2	1	treedater	RAxML-NG
SE	ZA	locrisk468.3	1	treedater	RAxML-NG
SE	ZA	locrisk527.1	1	treedater	RAxML-NG
SE	ZA	locrisk527.2	1	treedater	RAxML-NG
SE	ZA	locrisk527.3	1	treedater	RAxML-NG
SE	ZA	locrisk574.1	1	treedater	RAxML-NG
SE	ZA	locrisk574.2	1	treedater	RAxML-NG
SE	ZA	locrisk574.3	1	treedater	RAxML-NG
SE	ZM	locrisk260.1	1	treedater	RAxML-NG
SE	ZM	locrisk260.2	1	treedater	RAxML-NG
SE	ZM	locrisk378.1	2	treedater	RAxML-NG
SE	ZM	locrisk378.2	1	treedater	RAxML-NG
SE	ZM	locrisk378.3	1	treedater	RAxML-NG
SE	ZM	locrisk468.1	2	treedater	RAxML-NG
SE	ZM	locrisk468.2	1	treedater	RAxML-NG
SE	ZM	locrisk468.3	1	treedater	RAxML-NG
SE	ZM	locrisk527.1	2	treedater	RAxML-NG
SE	ZM	locrisk527.2	1	treedater	RAxML-NG
SE	ZM	locrisk527.3	1	treedater	RAxML-NG
SE	ZM	locrisk574.1	1	treedater	RAxML-NG
SE	ZM	locrisk574.2	1	treedater	RAxML-NG
SE	ZM	locrisk574.3	1	treedater	RAxML-NG
SN	ET	locrisk574.3	1	treedater	RAxML-NG
SN	KE	locrisk527.3	1	treedater	RAxML-NG
SN	KE	locrisk574.3	1	treedater	RAxML-NG
SN	TZ	locrisk574.3	1	treedater	RAxML-NG
SN	ZM	locrisk527.3	1	treedater	RAxML-NG
SN	ZM	locrisk574.3	1	treedater	RAxML-NG
SO	BW	locrisk468.1	1	treedater	RAxML-NG
SO	MW	locrisk468.1	1	treedater	RAxML-NG
SO	SE	locrisk378.1	1	treedater	RAxML-NG
SO	SE	locrisk378.2	1	treedater	RAxML-NG
SO	SE	locrisk378.3	1	treedater	RAxML-NG
SO	SE	locrisk468.2	1	treedater	RAxML-NG
SO	SE	locrisk468.3	1	treedater	RAxML-NG
SO	SE	locrisk527.1	1	treedater	RAxML-NG
SO	SE	locrisk527.2	1	treedater	RAxML-NG
SO	SE	locrisk527.3	1	treedater	RAxML-NG
SO	SE	locrisk574.1	1	treedater	RAxML-NG
SO	SE	locrisk574.2	1	treedater	RAxML-NG
SO	SE	locrisk574.3	1	treedater	RAxML-NG
SO	TZ	locrisk468.1	1	treedater	RAxML-NG
TZ	BW	locrisk378.3	1	treedater	RAxML-NG
TZ	BW	locrisk527.3	1	treedater	RAxML-NG
TZ	BW	locrisk574.3	1	treedater	RAxML-NG
TZ	KE	locrisk468.1	1	treedater	RAxML-NG
TZ	KE	locrisk468.2	1	treedater	RAxML-NG
TZ	KE	locrisk468.3	1	treedater	RAxML-NG
TZ	KE	locrisk527.1	1	treedater	RAxML-NG
TZ	KE	locrisk527.2	1	treedater	RAxML-NG
TZ	KE	locrisk527.3	1	treedater	RAxML-NG
TZ	KE	locrisk574.1	1	treedater	RAxML-NG
TZ	KE	locrisk574.2	1	treedater	RAxML-NG
TZ	KE	locrisk574.3	1	treedater	RAxML-NG
TZ	MW	locrisk260.2	1	treedater	RAxML-NG
TZ	MW	locrisk574.3	1	treedater	RAxML-NG
TZ	SE	locrisk527.3	1	treedater	RAxML-NG
TZ	SE	locrisk574.3	1	treedater	RAxML-NG
TZ	ZA	locrisk260.3	1	treedater	RAxML-NG
TZ	ZA	locrisk378.3	2	treedater	RAxML-NG
TZ	ZA	locrisk468.1	2	treedater	RAxML-NG
TZ	ZA	locrisk468.3	2	treedater	RAxML-NG
TZ	ZA	locrisk574.3	1	treedater	RAxML-NG
TZ	ZM	locrisk378.3	1	treedater	RAxML-NG
TZ	ZM	locrisk574.1	1	treedater	RAxML-NG
ZA	BE	locrisk260.1	1	treedater	RAxML-NG
ZA	BE	locrisk260.2	1	treedater	RAxML-NG
ZA	BE	locrisk260.3	1	treedater	RAxML-NG
ZA	BE	locrisk378.1	1	treedater	RAxML-NG
ZA	BE	locrisk378.2	1	treedater	RAxML-NG
ZA	BE	locrisk378.3	1	treedater	RAxML-NG
ZA	BE	locrisk468.1	1	treedater	RAxML-NG
ZA	BE	locrisk468.2	1	treedater	RAxML-NG
ZA	BE	locrisk468.3	1	treedater	RAxML-NG
ZA	BE	locrisk527.1	1	treedater	RAxML-NG
ZA	BE	locrisk527.2	1	treedater	RAxML-NG
ZA	BE	locrisk527.3	1	treedater	RAxML-NG
ZA	BE	locrisk574.1	1	treedater	RAxML-NG
ZA	BE	locrisk574.2	1	treedater	RAxML-NG
ZA	BE	locrisk574.3	1	treedater	RAxML-NG
ZA	BG	locrisk260.1	1	treedater	RAxML-NG
ZA	BG	locrisk260.3	1	treedater	RAxML-NG
ZA	BG	locrisk378.1	1	treedater	RAxML-NG
ZA	BG	locrisk378.3	1	treedater	RAxML-NG
ZA	BG	locrisk468.2	1	treedater	RAxML-NG
ZA	BG	locrisk527.2	1	treedater	RAxML-NG
ZA	BG	locrisk574.1	1	treedater	RAxML-NG
ZA	BW	locrisk260.1	1	treedater	RAxML-NG
ZA	BW	locrisk260.2	1	treedater	RAxML-NG
ZA	BW	locrisk260.3	2	treedater	RAxML-NG
ZA	BW	locrisk378.1	8	treedater	RAxML-NG
ZA	BW	locrisk378.3	7	treedater	RAxML-NG
ZA	BW	locrisk468.1	3	treedater	RAxML-NG
ZA	BW	locrisk468.2	1	treedater	RAxML-NG
ZA	BW	locrisk468.3	3	treedater	RAxML-NG
ZA	BW	locrisk527.1	3	treedater	RAxML-NG
ZA	BW	locrisk527.2	5	treedater	RAxML-NG
ZA	BW	locrisk527.3	2	treedater	RAxML-NG
ZA	BW	locrisk574.1	3	treedater	RAxML-NG
ZA	BW	locrisk574.2	8	treedater	RAxML-NG
ZA	BW	locrisk574.3	4	treedater	RAxML-NG
ZA	DE	locrisk260.1	1	treedater	RAxML-NG
ZA	DE	locrisk260.2	1	treedater	RAxML-NG
ZA	DE	locrisk260.3	1	treedater	RAxML-NG
ZA	DE	locrisk378.1	1	treedater	RAxML-NG
ZA	DE	locrisk378.2	1	treedater	RAxML-NG
ZA	DE	locrisk378.3	1	treedater	RAxML-NG
ZA	DE	locrisk468.1	1	treedater	RAxML-NG
ZA	DE	locrisk468.2	1	treedater	RAxML-NG
ZA	DE	locrisk468.3	1	treedater	RAxML-NG
ZA	DE	locrisk527.1	1	treedater	RAxML-NG
ZA	DE	locrisk527.2	1	treedater	RAxML-NG
ZA	DE	locrisk527.3	1	treedater	RAxML-NG
ZA	DE	locrisk574.1	1	treedater	RAxML-NG
ZA	DE	locrisk574.2	1	treedater	RAxML-NG
ZA	DE	locrisk574.3	1	treedater	RAxML-NG
ZA	DK	locrisk260.1	1	treedater	RAxML-NG
ZA	DK	locrisk260.3	1	treedater	RAxML-NG
ZA	DK	locrisk378.1	1	treedater	RAxML-NG
ZA	DK	locrisk378.3	1	treedater	RAxML-NG
ZA	ES	locrisk260.1	2	treedater	RAxML-NG
ZA	ES	locrisk260.3	1	treedater	RAxML-NG
ZA	ES	locrisk378.1	2	treedater	RAxML-NG
ZA	ES	locrisk378.2	3	treedater	RAxML-NG
ZA	ES	locrisk378.3	3	treedater	RAxML-NG
ZA	ES	locrisk468.1	2	treedater	RAxML-NG
ZA	ES	locrisk468.2	1	treedater	RAxML-NG
ZA	ES	locrisk468.3	1	treedater	RAxML-NG
ZA	ES	locrisk527.2	1	treedater	RAxML-NG
ZA	ES	locrisk527.3	1	treedater	RAxML-NG
ZA	ES	locrisk574.1	1	treedater	RAxML-NG
ZA	ES	locrisk574.2	3	treedater	RAxML-NG
ZA	IN	locrisk260.1	2	treedater	RAxML-NG
ZA	IN	locrisk260.2	1	treedater	RAxML-NG
ZA	IN	locrisk260.3	1	treedater	RAxML-NG
ZA	IN	locrisk378.1	2	treedater	RAxML-NG
ZA	IN	locrisk378.2	1	treedater	RAxML-NG
ZA	IN	locrisk378.3	2	treedater	RAxML-NG
ZA	IN	locrisk468.1	1	treedater	RAxML-NG
ZA	IN	locrisk527.2	1	treedater	RAxML-NG
ZA	IN	locrisk574.2	2	treedater	RAxML-NG
ZA	IN	locrisk574.3	1	treedater	RAxML-NG
ZA	KE	locrisk260.1	1	treedater	RAxML-NG
ZA	KE	locrisk260.3	1	treedater	RAxML-NG
ZA	KE	locrisk378.1	1	treedater	RAxML-NG
ZA	MW	locrisk260.1	4	treedater	RAxML-NG
ZA	MW	locrisk260.2	4	treedater	RAxML-NG
ZA	MW	locrisk260.3	2	treedater	RAxML-NG
ZA	MW	locrisk378.1	8	treedater	RAxML-NG
ZA	MW	locrisk378.2	4	treedater	RAxML-NG
ZA	MW	locrisk378.3	7	treedater	RAxML-NG
ZA	MW	locrisk468.1	7	treedater	RAxML-NG
ZA	MW	locrisk468.2	3	treedater	RAxML-NG
ZA	MW	locrisk468.3	6	treedater	RAxML-NG
ZA	MW	locrisk527.1	8	treedater	RAxML-NG
ZA	MW	locrisk527.2	6	treedater	RAxML-NG
ZA	MW	locrisk527.3	4	treedater	RAxML-NG
ZA	MW	locrisk574.1	6	treedater	RAxML-NG
ZA	MW	locrisk574.2	6	treedater	RAxML-NG
ZA	MW	locrisk574.3	5	treedater	RAxML-NG
ZA	NG	locrisk260.1	1	treedater	RAxML-NG
ZA	NG	locrisk260.2	1	treedater	RAxML-NG
ZA	NG	locrisk378.1	1	treedater	RAxML-NG
ZA	NG	locrisk378.3	1	treedater	RAxML-NG
ZA	NG	locrisk468.1	1	treedater	RAxML-NG
ZA	NG	locrisk468.2	1	treedater	RAxML-NG
ZA	NG	locrisk468.3	1	treedater	RAxML-NG
ZA	NG	locrisk527.2	1	treedater	RAxML-NG
ZA	NG	locrisk527.3	1	treedater	RAxML-NG
ZA	NG	locrisk574.1	1	treedater	RAxML-NG
ZA	NG	locrisk574.2	1	treedater	RAxML-NG
ZA	NG	locrisk574.3	1	treedater	RAxML-NG
ZA	PK	locrisk260.2	1	treedater	RAxML-NG
ZA	SE	locrisk260.1	1	treedater	RAxML-NG
ZA	SE	locrisk260.2	1	treedater	RAxML-NG
ZA	SE	locrisk260.3	2	treedater	RAxML-NG
ZA	SE	locrisk378.1	3	treedater	RAxML-NG
ZA	SE	locrisk378.2	2	treedater	RAxML-NG
ZA	SE	locrisk378.3	3	treedater	RAxML-NG
ZA	SE	locrisk468.1	3	treedater	RAxML-NG
ZA	SE	locrisk468.2	3	treedater	RAxML-NG
ZA	SE	locrisk468.3	3	treedater	RAxML-NG
ZA	SE	locrisk527.1	3	treedater	RAxML-NG
ZA	SE	locrisk527.2	3	treedater	RAxML-NG
ZA	SE	locrisk527.3	3	treedater	RAxML-NG
ZA	SE	locrisk574.1	3	treedater	RAxML-NG
ZA	SE	locrisk574.2	3	treedater	RAxML-NG
ZA	SE	locrisk574.3	3	treedater	RAxML-NG
ZA	SO	locrisk260.1	1	treedater	RAxML-NG
ZA	SO	locrisk260.3	1	treedater	RAxML-NG
ZA	SO	locrisk378.1	1	treedater	RAxML-NG
ZA	SO	locrisk378.3	1	treedater	RAxML-NG
ZA	TH	locrisk260.1	1	treedater	RAxML-NG
ZA	TH	locrisk260.3	1	treedater	RAxML-NG
ZA	TH	locrisk378.1	1	treedater	RAxML-NG
ZA	TZ	locrisk260.1	4	treedater	RAxML-NG
ZA	TZ	locrisk378.1	6	treedater	RAxML-NG
ZA	TZ	locrisk378.2	2	treedater	RAxML-NG
ZA	TZ	locrisk378.3	3	treedater	RAxML-NG
ZA	TZ	locrisk468.1	3	treedater	RAxML-NG
ZA	TZ	locrisk468.2	2	treedater	RAxML-NG
ZA	TZ	locrisk468.3	1	treedater	RAxML-NG
ZA	TZ	locrisk527.1	1	treedater	RAxML-NG
ZA	TZ	locrisk527.2	3	treedater	RAxML-NG
ZA	TZ	locrisk527.3	2	treedater	RAxML-NG
ZA	TZ	locrisk574.1	1	treedater	RAxML-NG
ZA	TZ	locrisk574.2	6	treedater	RAxML-NG
ZA	TZ	locrisk574.3	1	treedater	RAxML-NG
ZA	US	locrisk468.2	1	treedater	RAxML-NG
ZA	US	locrisk527.3	1	treedater	RAxML-NG
ZA	US	locrisk574.1	1	treedater	RAxML-NG
ZA	ZM	locrisk260.1	3	treedater	RAxML-NG
ZA	ZM	locrisk260.3	1	treedater	RAxML-NG
ZA	ZM	locrisk378.1	5	treedater	RAxML-NG
ZA	ZM	locrisk378.2	3	treedater	RAxML-NG
ZA	ZM	locrisk378.3	5	treedater	RAxML-NG
ZA	ZM	locrisk468.1	2	treedater	RAxML-NG
ZA	ZM	locrisk468.2	1	treedater	RAxML-NG
ZA	ZM	locrisk468.3	1	treedater	RAxML-NG
ZA	ZM	locrisk527.2	2	treedater	RAxML-NG
ZA	ZM	locrisk527.3	1	treedater	RAxML-NG
ZA	ZM	locrisk574.2	6	treedater	RAxML-NG
ZA	ZM	locrisk574.3	1	treedater	RAxML-NG
ZM	BW	locrisk260.1	4	treedater	RAxML-NG
ZM	BW	locrisk260.2	7	treedater	RAxML-NG
ZM	BW	locrisk260.3	8	treedater	RAxML-NG
ZM	BW	locrisk378.1	6	treedater	RAxML-NG
ZM	BW	locrisk378.2	4	treedater	RAxML-NG
ZM	BW	locrisk378.3	3	treedater	RAxML-NG
ZM	BW	locrisk468.1	12	treedater	RAxML-NG
ZM	BW	locrisk468.2	3	treedater	RAxML-NG
ZM	BW	locrisk468.3	5	treedater	RAxML-NG
ZM	BW	locrisk527.1	6	treedater	RAxML-NG
ZM	BW	locrisk527.2	12	treedater	RAxML-NG
ZM	BW	locrisk527.3	1	treedater	RAxML-NG
ZM	BW	locrisk574.1	8	treedater	RAxML-NG
ZM	BW	locrisk574.2	10	treedater	RAxML-NG
ZM	BW	locrisk574.3	3	treedater	RAxML-NG
ZM	DK	locrisk260.2	1	treedater	RAxML-NG
ZM	DK	locrisk468.1	1	treedater	RAxML-NG
ZM	DK	locrisk527.2	1	treedater	RAxML-NG
ZM	ES	locrisk260.1	2	treedater	RAxML-NG
ZM	ES	locrisk260.2	3	treedater	RAxML-NG
ZM	ES	locrisk260.3	3	treedater	RAxML-NG
ZM	ES	locrisk378.1	2	treedater	RAxML-NG
ZM	ES	locrisk378.2	1	treedater	RAxML-NG
ZM	ES	locrisk378.3	1	treedater	RAxML-NG
ZM	ES	locrisk468.1	1	treedater	RAxML-NG
ZM	ES	locrisk468.2	1	treedater	RAxML-NG
ZM	ES	locrisk468.3	1	treedater	RAxML-NG
ZM	ES	locrisk527.1	1	treedater	RAxML-NG
ZM	ES	locrisk527.2	3	treedater	RAxML-NG
ZM	ES	locrisk527.3	1	treedater	RAxML-NG
ZM	ES	locrisk574.1	2	treedater	RAxML-NG
ZM	ES	locrisk574.2	1	treedater	RAxML-NG
ZM	ES	locrisk574.3	1	treedater	RAxML-NG
ZM	GE	locrisk260.1	1	treedater	RAxML-NG
ZM	GE	locrisk260.2	1	treedater	RAxML-NG
ZM	GE	locrisk260.3	1	treedater	RAxML-NG
ZM	GE	locrisk378.1	1	treedater	RAxML-NG
ZM	GE	locrisk378.3	1	treedater	RAxML-NG
ZM	GE	locrisk468.1	1	treedater	RAxML-NG
ZM	GE	locrisk468.3	1	treedater	RAxML-NG
ZM	GE	locrisk527.1	1	treedater	RAxML-NG
ZM	GE	locrisk527.2	1	treedater	RAxML-NG
ZM	GE	locrisk574.1	1	treedater	RAxML-NG
ZM	GE	locrisk574.2	1	treedater	RAxML-NG
ZM	GE	locrisk574.3	1	treedater	RAxML-NG
ZM	IN	locrisk260.2	1	treedater	RAxML-NG
ZM	IN	locrisk260.3	1	treedater	RAxML-NG
ZM	IN	locrisk468.1	1	treedater	RAxML-NG
ZM	IN	locrisk527.2	1	treedater	RAxML-NG
ZM	KE	locrisk260.1	1	treedater	RAxML-NG
ZM	KE	locrisk260.2	1	treedater	RAxML-NG
ZM	KE	locrisk260.3	1	treedater	RAxML-NG
ZM	KE	locrisk378.1	1	treedater	RAxML-NG
ZM	KE	locrisk378.2	1	treedater	RAxML-NG
ZM	KE	locrisk378.3	1	treedater	RAxML-NG
ZM	KE	locrisk468.1	1	treedater	RAxML-NG
ZM	KE	locrisk468.2	1	treedater	RAxML-NG
ZM	KE	locrisk468.3	1	treedater	RAxML-NG
ZM	KE	locrisk527.1	1	treedater	RAxML-NG
ZM	KE	locrisk527.2	1	treedater	RAxML-NG
ZM	KE	locrisk574.1	1	treedater	RAxML-NG
ZM	KE	locrisk574.2	1	treedater	RAxML-NG
ZM	MW	locrisk260.1	6	treedater	RAxML-NG
ZM	MW	locrisk260.2	6	treedater	RAxML-NG
ZM	MW	locrisk260.3	8	treedater	RAxML-NG
ZM	MW	locrisk378.1	9	treedater	RAxML-NG
ZM	MW	locrisk378.2	5	treedater	RAxML-NG
ZM	MW	locrisk378.3	8	treedater	RAxML-NG
ZM	MW	locrisk468.1	6	treedater	RAxML-NG
ZM	MW	locrisk468.2	5	treedater	RAxML-NG
ZM	MW	locrisk468.3	7	treedater	RAxML-NG
ZM	MW	locrisk527.1	5	treedater	RAxML-NG
ZM	MW	locrisk527.2	7	treedater	RAxML-NG
ZM	MW	locrisk527.3	3	treedater	RAxML-NG
ZM	MW	locrisk574.1	5	treedater	RAxML-NG
ZM	MW	locrisk574.2	7	treedater	RAxML-NG
ZM	MW	locrisk574.3	2	treedater	RAxML-NG
ZM	NG	locrisk260.3	1	treedater	RAxML-NG
ZM	PK	locrisk260.3	1	treedater	RAxML-NG
ZM	SE	locrisk260.1	6	treedater	RAxML-NG
ZM	SE	locrisk260.2	6	treedater	RAxML-NG
ZM	SE	locrisk260.3	6	treedater	RAxML-NG
ZM	SE	locrisk378.1	6	treedater	RAxML-NG
ZM	SE	locrisk378.2	5	treedater	RAxML-NG
ZM	SE	locrisk378.3	6	treedater	RAxML-NG
ZM	SE	locrisk468.1	6	treedater	RAxML-NG
ZM	SE	locrisk468.2	5	treedater	RAxML-NG
ZM	SE	locrisk468.3	6	treedater	RAxML-NG
ZM	SE	locrisk527.1	5	treedater	RAxML-NG
ZM	SE	locrisk527.2	6	treedater	RAxML-NG
ZM	SE	locrisk527.3	4	treedater	RAxML-NG
ZM	SE	locrisk574.1	6	treedater	RAxML-NG
ZM	SE	locrisk574.2	5	treedater	RAxML-NG
ZM	SE	locrisk574.3	3	treedater	RAxML-NG
ZM	SN	locrisk260.1	1	treedater	RAxML-NG
ZM	SN	locrisk260.2	1	treedater	RAxML-NG
ZM	SN	locrisk260.3	1	treedater	RAxML-NG
ZM	SN	locrisk378.1	1	treedater	RAxML-NG
ZM	SN	locrisk378.2	1	treedater	RAxML-NG
ZM	SN	locrisk378.3	1	treedater	RAxML-NG
ZM	SN	locrisk468.1	1	treedater	RAxML-NG
ZM	SN	locrisk468.2	1	treedater	RAxML-NG
ZM	SN	locrisk468.3	1	treedater	RAxML-NG
ZM	SN	locrisk527.1	1	treedater	RAxML-NG
ZM	SN	locrisk527.2	1	treedater	RAxML-NG
ZM	SN	locrisk574.1	1	treedater	RAxML-NG
ZM	SN	locrisk574.2	1	treedater	RAxML-NG
ZM	SO	locrisk468.1	1	treedater	RAxML-NG
ZM	TZ	locrisk260.1	10	treedater	RAxML-NG
ZM	TZ	locrisk260.2	11	treedater	RAxML-NG
ZM	TZ	locrisk260.3	9	treedater	RAxML-NG
ZM	TZ	locrisk378.1	12	treedater	RAxML-NG
ZM	TZ	locrisk378.2	6	treedater	RAxML-NG
ZM	TZ	locrisk378.3	11	treedater	RAxML-NG
ZM	TZ	locrisk468.1	16	treedater	RAxML-NG
ZM	TZ	locrisk468.2	9	treedater	RAxML-NG
ZM	TZ	locrisk468.3	14	treedater	RAxML-NG
ZM	TZ	locrisk527.1	14	treedater	RAxML-NG
ZM	TZ	locrisk527.2	17	treedater	RAxML-NG
ZM	TZ	locrisk527.3	6	treedater	RAxML-NG
ZM	TZ	locrisk574.1	13	treedater	RAxML-NG
ZM	TZ	locrisk574.2	16	treedater	RAxML-NG
ZM	TZ	locrisk574.3	9	treedater	RAxML-NG
ZM	US	locrisk260.1	1	treedater	RAxML-NG
ZM	US	locrisk260.2	1	treedater	RAxML-NG
ZM	US	locrisk260.3	1	treedater	RAxML-NG
ZM	US	locrisk378.1	1	treedater	RAxML-NG
ZM	US	locrisk378.3	1	treedater	RAxML-NG
ZM	US	locrisk468.1	1	treedater	RAxML-NG
ZM	US	locrisk468.3	1	treedater	RAxML-NG
ZM	US	locrisk527.2	1	treedater	RAxML-NG
ZM	US	locrisk574.2	1	treedater	RAxML-NG
ZM	ZA	locrisk260.1	8	treedater	RAxML-NG
ZM	ZA	locrisk260.2	12	treedater	RAxML-NG
ZM	ZA	locrisk260.3	12	treedater	RAxML-NG
ZM	ZA	locrisk378.1	8	treedater	RAxML-NG
ZM	ZA	locrisk378.2	7	treedater	RAxML-NG
ZM	ZA	locrisk378.3	9	treedater	RAxML-NG
ZM	ZA	locrisk468.1	15	treedater	RAxML-NG
ZM	ZA	locrisk468.2	4	treedater	RAxML-NG
ZM	ZA	locrisk468.3	7	treedater	RAxML-NG
ZM	ZA	locrisk527.1	11	treedater	RAxML-NG
ZM	ZA	locrisk527.2	20	treedater	RAxML-NG
ZM	ZA	locrisk527.3	5	treedater	RAxML-NG
ZM	ZA	locrisk574.1	8	treedater	RAxML-NG
ZM	ZA	locrisk574.2	16	treedater	RAxML-NG
ZM	ZA	locrisk574.3	8	treedater	RAxML-NG
BR	AR	locrisk260.1	1	TreeTime	RAxML-NG
BR	AR	locrisk260.2	1	TreeTime	RAxML-NG
BR	AR	locrisk260.3	1	TreeTime	RAxML-NG
BR	AR	locrisk378.1	1	TreeTime	RAxML-NG
BR	AR	locrisk378.2	1	TreeTime	RAxML-NG
BR	AR	locrisk378.3	1	TreeTime	RAxML-NG
BR	AR	locrisk468.1	1	TreeTime	RAxML-NG
BR	AR	locrisk468.2	1	TreeTime	RAxML-NG
BR	AR	locrisk468.3	1	TreeTime	RAxML-NG
BR	AR	locrisk527.1	1	TreeTime	RAxML-NG
BR	AR	locrisk527.2	1	TreeTime	RAxML-NG
BR	AR	locrisk527.3	1	TreeTime	RAxML-NG
BR	AR	locrisk574.1	1	TreeTime	RAxML-NG
BR	AR	locrisk574.2	1	TreeTime	RAxML-NG
BR	AR	locrisk574.3	1	TreeTime	RAxML-NG
BR	ES	locrisk260.1	1	TreeTime	RAxML-NG
BR	ES	locrisk260.2	1	TreeTime	RAxML-NG
BR	ES	locrisk260.3	1	TreeTime	RAxML-NG
